Name,Account Age,Tweet count,List count,Location,Followers,Following,Favorites,ID,Created at,Tweet,Retweet count,Likes/Favs,Hashtag count,URL count,Tweet length,Place of tweet,mention count,tweet source
razifarhan,10,26,0,,5,39,189,1382743487024488449,2021-04-15 17:11:52,@Zaheer03110962 @aimim_national @MIRZARahmathBa6 @asadowaisi Yes even once a week is ok,0,0,0,0,87,,4,Twitter Web App
Jus_Hloni,0,329,0,sfubeni se ndoda📍,867,880,3746,1382743487016271872,2021-04-15 17:11:52,@MYavhudi I hate how she makes everything about her.. Its not her wedding tlhe 🙄🙄🙄 How is everyone planning in the… https://t.co/vBdSKGqKhJ,0,0,0,1,139,,1,Twitter for Android
faridashaikh2,9,1506,0,india,7,128,979,1382743486953181184,2021-04-15 17:11:52,@ReallySwara Madcow he is. Marne ka shaukh tha toh akele puri karta. Na jaane kitne logo ki Jaan khatre Mey Daal a.… https://t.co/JE1jbX9vMP,0,0,0,1,140,"Nashik, India",1,Twitter for Android
itzhimikotogaxx,0,2358,1,‹‹She/Her›› ||°14°|| 🇵🇦,1018,2087,5955,1382743486869471232,2021-04-15 17:11:52,YEAAAAAHH HE IS CANOCALLY A CHILD WOOOOOO,0,1,0,0,41,,0,Twitter Web App
thekickart,10,11141,15,"Dublin/Wexford, Ireland ",1829,4412,6044,1382743486865272833,2021-04-15 17:11:52,@MOF1916 I don't drink beer so I wouldn't know! I need to make room so they had to go. 1916 books in your house is like prosecco in mine 😂,0,0,0,0,138,,1,Twitter for Android
HQ10_94,10,6184,0,"Arizona, USA",344,531,13783,1382743486860972034,2021-04-15 17:11:52,@snacob105 @FullSend_Raver Having no sympathy is one thing... making fun of them is another. You do you fam...,0,0,0,0,110,,2,Twitter for Android
bikivindaloo,12,6419,0,,136,687,4791,1382743486860914689,2021-04-15 17:11:52,"@CREWcrew ""We are pausing them until we think no one is watching any longer.""",0,0,0,0,77,,1,TweetDeck
Marin_Pablo,12,440,14,Boston,283,654,278,1382743486806458374,2021-04-15 17:11:52,Go where the action is. Do more. Live life for a living. - J.I.,0,0,0,0,63,,0,Twitter Web App
CdotSalem,10,2673,9,,940,1168,40521,1382743486789607427,2021-04-15 17:11:52,this man is 22 and not even in his prime yet https://t.co/rYn22iUqbD,0,0,0,1,68,,0,Twitter Web App
WENKEXlNG,9,83583,62,she/her 21,4716,108,73421,1382743486772957192,2021-04-15 17:11:52,theyre definitely connected from the past.... is xuan ji the reincarnation of his bifang or smth bcz fire🤔 nobody laugh,0,0,0,0,119,,0,Twitter for iPhone
ShweezyLiz,3,2824,9,"Alberta, Canada",1103,132,10685,1382743486663774208,2021-04-15 17:11:52,"@doknyaa NSKSS THANK YU MAI, it is but my simple reimagining 

I say #/letsjwemoteinthewebtoon lol",0,0,0,0,98,,1,Twitter for iPhone
somnificatlas,3,39739,2,layout: ttaechi on tumblr,186,205,43538,1382743486558924807,2021-04-15 17:11:51,@demifiendz Gender Euphoria Is Stored In The Itsuki,0,0,0,0,51,,1,Twitter for Android
wildgreekgodbot,4,217170,1,,14,0,0,1382743486508720130,2021-04-15 17:11:51,Nemesis is sometimes leaving mean notes or listening to Kanye West.,0,0,0,0,67,,0,"Cheap Bots, Done Quick!"
EuRoydean,2,46,0,,33,24,22,1382743486504521730,2021-04-15 17:11:51,@Renso26 Is a Hotdog a sandwich?,0,0,0,0,32,,1,Twitter Web App
is_jasseng,3,3166,0,,149,167,4648,1382743486479290370,2021-04-15 17:11:51,"that's not impossible to be happen but I smell something's fishy regarding on that, there's a part that I find it unfair",0,0,0,0,120,,0,Twitter for Android
PattydelPrado,8,5361,0,monteedinburgh,75,271,2581,1382743486387134475,2021-04-15 17:11:51,@markhillary The shunning loaves thing has derived from what is perceived to be ‘safe covid’ practices. Most people… https://t.co/j2u0dAqRjn,0,0,0,1,140,,1,Twitter for iPad
catlavgyu,0,3232,4,she/her,305,285,1076,1382743486366056459,2021-04-15 17:11:51,isn't is cute? https://t.co/t3TvmPAVHa,0,0,0,0,38,,0,Twitter for Android
DaniyalXulfiqar,7,157,0,lahore,31,209,11730,1382743486328373252,2021-04-15 17:11:51,@appleinsider That is Apple L E D,0,0,0,0,33,,1,Twitter for iPhone
DragonLuva3,10,8751,2,"Atlanta, GA",217,254,2859,1382743486307434502,2021-04-15 17:11:51,@rich_granville @CassandraRules @CaliKidJMP BLM is bullshit. My community would do much better solving the issues f… https://t.co/Z5NKSAyjJM,0,0,0,1,140,,3,Twitter for iPhone
kashiii_f,2,35630,1,chitral kpk pakistan,1224,1282,24229,1382743486298869767,2021-04-15 17:11:51,"My Twitter Crush is: @786A5Y

Find yours at https://t.co/5J7046NAOn

⠀ https://t.co/RGIhpD8spb",0,0,0,1,94,,1, Roun'   Year Fun! #6f82        
you_rabah,8,39059,7,Turchia,1388,388,52057,1382743486269693954,2021-04-15 17:11:51,@HercaiDizi @atvcomtr @MiaYapim @AkinAkinozu @rebrusahin Engin??? Is that even you?,0,0,0,0,83,,5,Twitter for Android
Foteini_Plevra,4,13287,2,,408,51,16718,1382743486257106945,2021-04-15 17:11:51,"@youngbucks Wow, is that where all the Merch Freak money went? That's quite the drip™. https://t.co/gLAhAQml2b",0,0,0,0,110,,1,Twitter for Android
GolaBoySam,1,4967,0,,141,132,285,1382743486257106944,2021-04-15 17:11:51,"Attention is 
Social media heavily responsible for that. https://t.co/XgwuYNmkhD",0,0,0,1,80,,0,Twitter for iPhone
shilpachegoor,7,2424,0,,95,320,16784,1382743486236008449,2021-04-15 17:11:51,"@RGVzoomin Telangana and hyderabad in particular is in bad shape, why no comment on that. I couldn't find a bed for… https://t.co/d6D7HIKB91",0,0,0,1,140,,1,Twitter for Android
picker_finger,0,31,0,,83,119,73,1382743486202486787,2021-04-15 17:11:51,Everything i post is sensitive material wtf twitter ????,0,0,0,0,56,,0,Twitter Web App
RottweilerTeeth,1,3575,0,,64,44,3545,1382743486189883399,2021-04-15 17:11:51,"@bigsadb0ye @muktilandia @elonmusk @lexfridman ""I don't think there is going to be a way to tell everybody that cle… https://t.co/tDRBneyzA0",0,0,0,1,140,,4,Twitter Web App
jspector106,12,2146,2,"Colorado Springs, CO",35,167,3193,1382743486164660225,2021-04-15 17:11:51,@StorkOnTheCork @clb2224 @garrulous_gin @skycipher @Kef998 @ChuckVStheMovie @garrickgirl @John99401403… https://t.co/uFY8fV0RY8,0,0,0,1,127,,8,Twitter for Android
mdworthington,11,2561,10,"Lancashire, England",332,676,9715,1382743486127030282,2021-04-15 17:11:51,@bibliobushra @JoFletcherBooks @QuercusBooks The only problem is the way I'm going I'll need a bigger house for all the books I'm buying lol,0,1,0,0,140,,3,Twitter for Android
amandawalker247,12,32864,26,california • she/her,1021,528,50425,1382743486122774539,2021-04-15 17:11:51,I wish 25 year old me could hug 16 year old Amanda in the photo above... I know she wouldn’t believe that it gets b… https://t.co/zYpiAZY0DX,0,0,0,1,140,,0,Twitter for iPhone
aeongsol,9,56196,27,she/they - latine,1107,825,144026,1382743486106062852,2021-04-15 17:11:51,now why is crystal ballad in my head... help,0,1,0,0,44,,0,Twitter for iPhone
GRGMAllEY,0,2154,2,"⠀⠀* 𝖌eorge 𝖔'malley⠀⠀⠀    
𝓣rαumα surgeon αt the greч sloαn memorıαl──   seαttle, 𝐰𝐚
 α rodα do ônıbus rodα rodα . . .
  
 ㅤ ㅤ ㅤ",580,599,1764,1382743486080909321,2021-04-15 17:11:51,"Risky risky wiggy wiggy this is an emergency 
help help me somebody stop me cuz i know i cant stop me",0,0,0,0,101,,0,Twitter for Android
freddiecase,12,18835,3,London,436,547,4396,1382743486051590147,2021-04-15 17:11:51,Haha what child is going to get a reference from The Wire https://t.co/CYpdvr67br,0,0,0,1,81,,0,Twitter for iPhone
0x2142,5,2297,12,"Ohio, USA",1335,470,22503,1382743485971894285,2021-04-15 17:11:51,"If a customer opts against buying your product, I feel like asking for a few minutes of honest feedback is reasonab… https://t.co/2nePQjBFWR",1,0,0,1,140,,0,Twitter Web App
n_weva,12,27770,13,Toronto,479,488,43738,1382743485971828737,2021-04-15 17:11:51,@Jenna_TMLFan84 @CP24 Because @fordnation @JohnTory @epdevilla have no balls to ISOLATE said areas as they did in N… https://t.co/JGOsXkZ6Ms,0,0,0,1,140,,5,Twitter Web App
ShayaanShoukat2,1,22,0,,4,45,10,1382743485942489095,2021-04-15 17:11:51,@elitaadrina See this is why ppl don't like you i didnt think you were like this true i begged for notes but it was… https://t.co/YV06UWl4Qu,0,0,0,1,140,,1,Twitter for Android
iam_skamal,8,80667,8,Federal Capital Territory,24085,16885,56400,1382743485917302784,2021-04-15 17:11:51,My neighbor be like this Ramadan I have learnt a lot. Oga What have you learned this is just day two. Abi which kain lie be this.,0,0,0,0,129,,0,Twitter for iPhone
glenncoello,10,68,0,"Kelowna, British Columbia",7,28,53,1382743485917253632,2021-04-15 17:11:51,@BAJVisser @davidakin @erinotoole Let's stop pretending that all Canadians get most of their money back.  This only… https://t.co/cJz2ZqGhPi,0,0,0,1,140,,3,Twitter Web App
NaijaTrenz,6,17956,2,"Lagos, Africa,Worldwide|| BBM ",593,39,129,1382743485892104195,2021-04-15 17:11:51,DOWNLOAD MP3: Blessings Ng – “His Name Is Jesus” || @Blessingsng1 https://t.co/BC3pd0MQGz,0,0,0,1,89,,1,WordPress.com
democritus_wri,3,11311,4,,524,635,9617,1382743485879554052,2021-04-15 17:11:51,"Will Smith is the only actor to have eight consecutive films gross over $100 million in the domestic box office, el… https://t.co/0fMmN4Vg1M",0,0,0,1,140,,0,Twitter for Android
cuddlezouis,1,6968,6,17 | lhh protector,474,483,10755,1382743485837574144,2021-04-15 17:11:51,again someone is leaving stan twitter sighh,0,0,0,0,43,,0,Twitter for iPhone
skysoratasg,4,3225,2,"Central Region, Singapore",161,855,0,1382743485820796932,2021-04-15 17:11:51,"6 Derbyshire Condo @ Novena
https://t.co/gInTe2Oo5g
6 Derbyshire Property Review 6 Derbyshire is an elegant and exclusive condominium,",0,0,0,1,134,,0,Twitter Auto Publish Sky
Dags44005210,0,1932,0,,124,135,3007,1382743485808271374,2021-04-15 17:11:51,@Rooferpaddy He’s on the wind up. Most of the stuff he says is for views and click bait. He’ll have people taking a… https://t.co/D4llPdGFPn,0,0,0,1,140,,1,Twitter for iPhone
LisaRam24004779,0,2244,0,,27,628,183,1382743485762179072,2021-04-15 17:11:51,@RepDeborahRoss @SpeakerPelosi @rosadelauro You are sending illegal immigrants in the US knowing they are testing p… https://t.co/oDjHYUe3ia,0,0,0,1,140,"Atlanta, GA",3,Twitter for Android
joeneely55,3,490,1,Michigan,34,115,264,1382743485749559296,2021-04-15 17:11:51,"@chengelis @JonJansen77 I like this. Harbaugh never wanted to put the ball in one guy's hands and say ""This is your… https://t.co/xI1ywIqJMb",0,0,0,1,140,,2,Twitter Web App
PrincessSpaffy,3,16643,5,jpg of that precinct burning,468,1109,32383,1382743485745401858,2021-04-15 17:11:51,@Real_Xi_Jinping CNN article a while back used the weasel word of 'concerned factions in Afghanistan' and it cited… https://t.co/VemqRYzvaq,0,1,0,1,139,,1,Twitter Web App
ProvidenceChris,3,488,0,Nigeria,81,475,200,1382743485690839046,2021-04-15 17:11:51,"@Coinomy Coinomy pre-registration is now open. Claim your 9,000 $OMYX by registering at https://t.co/MDemVY4rpr and… https://t.co/zl08Bna7hn",0,0,0,2,140,,1,Twitter for Android
Hartlepool_Live,1,473,3,,180,10,1,1382743485653078022,2021-04-15 17:11:51,This is his handiwork https://t.co/eF8Fz0n01i,0,0,0,1,45,,0,TweetDeck
mariamfawzii,3,27902,1,,896,318,21909,1382743485602795524,2021-04-15 17:11:51,How’s no one talking about how powerful of a duo Dina ElSherbiny &amp; Ruby is,0,0,0,0,78,,0,Twitter for iPhone
DrXtreme80,6,26217,0, inside of weak & the wounded,97,150,51,1382743485531439104,2021-04-15 17:11:51,"@jack_farmhouse they got pretty close, especially on a tuesday that was loaded with sports, NCSI, and other program… https://t.co/Fp8mUDN0rV",0,0,0,1,140,,1,Twitter Web App
FAMUBBG7532,11,26595,2,,310,305,14476,1382743485476962305,2021-04-15 17:11:51,@Iii32Lee Shit ain’t make no sense G when it was 4th &amp; 5 against Miami in doak and he threw the ball in the dirt I… https://t.co/uMCy15Hupv,0,0,0,1,143,,1,Twitter for iPhone
rundle_mick,8,3469,0,UK,66,141,1501,1382743485401415685,2021-04-15 17:11:51,@BryanCrabtree17 @Coventry_City @OfficialRUFC Don’t worry. Wilson is a safe pair of hands in the comedy department...,0,0,0,0,117,,3,Twitter for iPad
rvparade,7,185242,4,,229,793,187934,1382743485367742465,2021-04-15 17:11:51,This resolution is worse than 144p wtf https://t.co/7xesHA6tw1,0,0,0,1,62,,0,Twitter for Android
royalshoni,7,25616,16,queer • trans • blm • 21+ ,1376,520,47006,1382743485300809728,2021-04-15 17:11:51,leah is such a smart lady but also shelby needs a hug https://t.co/iRa2Dsjeus,0,0,0,1,77,,0,Twitter for iPhone
BuenavidesJohn,2,39,0,,14,37,439,1382743485233565697,2021-04-15 17:11:51,"The thing about Captain America is that Steve/Sam represent the best of humanity.  ""Captain America"" became the mon… https://t.co/uGBm3Mtxmo",0,0,0,1,140,,0,Twitter for Android
cipher315,12,253,0,"Florida, USA",365,555,226,1382743485183320065,2021-04-15 17:11:51,@Jim_Jordan Who cares what they think... Is this question supposed to distract us from your whiny-baby tirade about… https://t.co/ukPMSTp5Hy,0,0,0,1,140,,1,Twitter for Android
marufali786,9,4539,6,"53.535491,-2.119378",1355,2352,10099,1382743484981973003,2021-04-15 17:11:51,Today they @OldhamCouncil didn't take the black bin bags left by other people front of Shahjalal Mosque and Islamic… https://t.co/0nB7v8M38A,1,1,0,1,140,"Oldham, England",1,Twitter for iPhone
icelife101,10,6502,2,"Delaware, USA",80,361,3884,1382743484961062914,2021-04-15 17:11:51,@MzPoeticGoddes I think it depends on what is agreed. Sometimes misunderstandings can be cleared up by a simple conversation.,0,0,0,0,125,,1,Twitter for Android
PoliticsInsider,10,106669,1003,,44483,90,45,1382743484927508481,2021-04-15 17:11:51,"Cuba's Raul Castro is stepping down, ending more than half a century of Castro rule over the island https://t.co/8XFpxSRy7B",0,1,0,1,123,,0,Business Insider Login
CaliKaits,4,4975,5,"California, USA",1754,1283,14627,1382743484898037762,2021-04-15 17:11:51,Question. Is it okay to have my PC on the floor underneath a new desk? It has little legs...?,0,3,0,0,93,,0,Twitter for iPhone
BoxingCertified,12,31934,15,"Landover, Md ",852,751,35076,1382743484852023299,2021-04-15 17:11:51,"@efbman @MonteroOnBoxing Another reason, I wouldn't pick, Ali is because I know so much about him. His entire life… https://t.co/iiuhP6hvGu",0,1,0,1,139,,2,Twitter for Android
HallamCJW,6,1698,2,"Leeds, England",142,170,6007,1382743484851949570,2021-04-15 17:11:51,@JackRJ89229896 @bausng @FLX203 @_AFCKG_ @malex200311 @lufcjm @tomrgreen1 @SkySportsNews Taking injured players to… https://t.co/2DK8md8e5V,0,0,0,1,139,,8,Twitter for iPhone
EmarandZeb,10,3528,7,"Knoxville, TN",131,503,20059,1382743484843622404,2021-04-15 17:11:51,"@WellsiteGeo @bitterkarella Baikal is in the middle of a spreading rift valley, so it has avoided filling in. There… https://t.co/og4grYVtNk",0,0,0,1,140,,2,Twitter for Android
lizblackdog,13,3686,3,"Bournemouth, England",269,808,127117,1382743484789047302,2021-04-15 17:11:51,@RoadsideMum Anything that's comfortable in your chair is suitable for a wheelchair user but I really like the soun… https://t.co/mjLbDtP9gT,0,0,0,1,140,,1,Twitter Web App
kayleighC053,5,2318,0,,224,61,2391,1382743484780703748,2021-04-15 17:11:51,I’m listening to Justin Bieber in Cadie’s Tory bath while she is at the gym having a PT session. There really are t… https://t.co/LLK372ERLI,0,0,0,1,140,,0,Twitter for iPhone
seoscottsdale,12,14715,358,"Scottsdale, AZ",7930,7705,20040,1382743484705083393,2021-04-15 17:11:51,@MadalynSklar #TwitterSpaces is terrific. I have met so many great people from all over the world. It is a great wa… https://t.co/kPUrSFxYHu,1,1,1,1,140,"Phoenix, AZ",1,Twitter for Android
roobots,13,6426,18,"Atlanta, GA",1450,874,51004,1382743484701011970,2021-04-15 17:11:51,@joeyweiser didn't they make one recently that was all moms? Because that is what I'm here for,0,0,0,0,94,,1,TweetDeck
Jedi4Liberty,2,15354,10,"Charleston, SC",748,537,24784,1382743484688343041,2021-04-15 17:11:51,@mrjafri You can tell how good he is by going to his IMDB and immediately exclaiming “I had no idea that was him TOO!” (Over and over again),0,0,0,0,140,,1,Twitter for iPhone
moodymandukies,3,33051,3,,160,266,79342,1382743484671557636,2021-04-15 17:11:51,@BTSOriented Linda is actually widely known back then and now to this day. I used to watch her types of asians videos,0,0,0,0,117,,1,Twitter for iPhone
BarbaraVanlaan,4,22918,1,,122,577,31542,1382743484654882816,2021-04-15 17:11:51,"@peterbakernyt @GioRussonello I will continue to repeat. This is where ""vaccine passports"" can help. If they can't… https://t.co/KZl4BCwng9",0,0,0,1,139,,2,Twitter for Android
heyfarrahnaz,6,22734,1,Port-au-Prince ,486,309,167952,1382743484650688517,2021-04-15 17:11:51,The “girly!!!” is sending me 😂 https://t.co/1nUuuWyZlK,0,0,0,1,54,"Kennesaw, GA",0,Twitter for iPhone
kibblesmith,13,90806,1203,"America, U.S.A.",97006,5690,191512,1382743484621336584,2021-04-15 17:11:51,Btw this is my favorite podcast and this is a particularly good one to start on. Subscribe on your favorite compute… https://t.co/9iYBGTC40D,0,3,0,1,140,,0,Twitter for iPhone
AliRizvi__,4,11106,1,KHI,172,59,8495,1382743484579348485,2021-04-15 17:11:51,"@hyzaidi Its a joke. SSP is also proscribed and so is ASWJ, but PTI has their MPA Mauvia Tariq as their coalition p… https://t.co/vb0mCUBDpO",0,0,0,1,140,,1,Twitter for iPhone
hrrysepiphany,0,3463,2,main : harryyseuphoria,237,254,5228,1382743484545785861,2021-04-15 17:11:51,@harryguccidoll what is this https://t.co/AXghMOM0go,0,1,0,0,52,,1,Twitter for iPhone
__iggg,6,27603,6,"Houston, TX",125,192,83109,1382743484449185793,2021-04-15 17:11:51,This radio station my mom listens to is very racist to anyone who isn’t Christian. It started saying how “other peo… https://t.co/UD7jHItlRC,0,0,0,1,140,,0,Twitter for iPhone
ElvenHimbo,1,719,1,,321,612,492,1382743484428390410,2021-04-15 17:11:51,"Question is;
     Who's getting mounted? https://t.co/KmAy1bXFek",0,0,0,1,64,,0,Twitter for Android
_LC26,9,4446,3,,264,606,8453,1382743484424130566,2021-04-15 17:11:51,#patisuptosomethin he is going to sign with the bucs to punt again. And he will still be hosting his live show daily!,0,0,1,0,117,,0,Twitter for Android
halfmanhalfb00k,5,32027,53,"Wimborne Minster, England",3462,4991,101276,1382743484382261251,2021-04-15 17:11:51,"@tinycharlotte72 That is tough, Charlotte. Sending hugs",0,1,0,0,55,,1,Twitter Web App
Cazbat1978,10,2403,0,NE28 6JH,214,370,2381,1382743484378050560,2021-04-15 17:11:51,@greg16676935420 @TheRoaringKitty Payday is the 23rd 😭 my stimulus best kick in the government said anytime up to the 23rd as well!,0,0,0,0,131,,2,Twitter for Android
JMStein781,9,174,0,,9,139,376,1382743484340305926,2021-04-15 17:11:51,"@ScottforFlorida But Rick, your favorite amendment is the fifth, isn't it?  We know that because you used it a lot… https://t.co/ozazb6wZHJ",0,0,0,1,139,,1,Twitter for Android
gavgray,12,12333,11,"ÜT: 53.448034,-1.37503",466,233,1800,1382743484281524225,2021-04-15 17:11:51,"@clarkedp @jameson4_david @SkySportsNews @NorwichCityFC 🙈😊
The thing that most don’t see is that if we’d spent £20m… https://t.co/5W58VWYw8H",0,0,0,1,140,,4,Twitter for iPhone
ufeeeelme,3,44638,3,"Oakland, CA",397,509,82711,1382743484273025024,2021-04-15 17:11:51,This hall of fame induction speech is going to be special 😔 https://t.co/8rW7r14lBS,0,2,0,0,83,,0,Twitter for iPhone
MohamedFAhmed,12,1263,40,"Seattle, WA",851,1404,377,1382743484231159811,2021-04-15 17:11:51,"Streamlining security, from code to cloud, has been a hot topic. Teams are figuring out how to apply DevOps mindset… https://t.co/ko93vV7it8",0,0,0,1,140,,0,Twitter Web App
MyJHLS,10,6751,16,"Jackson, MS",544,207,3298,1382743484193460240,2021-04-15 17:11:51,"VIRTUAL PROGRAM HIGHLIGHT: Two fun, live virtual youth programs will be held later this month by Bolden/Moore Libra… https://t.co/csvoTPLZ8K",0,0,0,1,140,,0,Hootsuite Inc.
KieranCoburn1,1,361,0,,10,191,2511,1382743484159905797,2021-04-15 17:11:51,@NickDickem @BigMoneyBoiHans @CountDankulaTV It is acc good. Been using it for php,0,0,0,0,82,,3,Twitter for Android
djarinluck,3,33746,19,she/her,1190,473,142828,1382743484147372037,2021-04-15 17:11:51,@c4psicle ugh the cinematography is just gorgeous,0,1,0,0,49,,1,Twitter Web App
TauTlhako,9,12740,1,"Johannesburg,SA",499,1430,5577,1382743484084449282,2021-04-15 17:11:51,How come is it so natural for these people to hate? Why???? https://t.co/NHLAOmNr8Y,0,0,0,1,83,,0,Twitter for Android
AccessCompNews,11,5579,4,"Latham, NY",96,84,89,1382743484071874563,2021-04-15 17:11:51,"April is National Distracted Driving Awareness Month - Be safe on the road!

https://t.co/i9Cw7I2bPd… https://t.co/2hkrO5yNZQ",0,0,0,2,125,,0,Twitter for iPhone
ciaranlennon,12,20752,35,Dublin | Wicklow,2342,1000,13938,1382743484071825411,2021-04-15 17:11:51,@multikev I fear a few truck loads of concrete is more likely !,0,0,0,0,63,,1,Twitter for iPhone
HotAstrology,11,1095,6,WORLDWIDE,503,1267,49,1382743484046602241,2021-04-15 17:11:51,Venus is conjunct my sun today ♉️   What should I do to make best use of the energy?,0,0,0,0,84,,0,Twitter for iPhone
the_deenism,1,116,0,,11,25,203,1382743483992145923,2021-04-15 17:11:51,#SafetyFirst Sir plz Exams cancel kren koi Sops follow ni hty. 3rd wave of corona is too much dangerous… https://t.co/D9N5QY19dq,0,0,1,1,128,,0,Twitter for Android
CobolRonajane,2,2788,0,"Davao City, Davao Region",121,104,995,1382743483870453761,2021-04-15 17:11:51,Consistency is da key mwaps,0,0,0,0,27,,0,Twitter for Android
irajesharma,8,374,0,,5,156,643,1382743483866238987,2021-04-15 17:11:51,"@kamalkhan_NDTV 
It's a big game for online platform,corona and fear is a tool only.Beware",0,0,0,0,90,,1,Twitter for Android
chouxtzu,9,112115,12,,652,162,76122,1382743483832672256,2021-04-15 17:11:51,"WHY is the ""waait for me, I'm comin'"" riff so good in Hadestown ... goosebumps every time. the musical is so long,… https://t.co/F0OUQVSg0o",0,0,0,1,139,,0,Twitter Web App
Bluehuncho42,0,18,0,,3,61,31,1382743483807641600,2021-04-15 17:11:51,My God is awesome 💯,0,0,0,0,19,,0,Twitter for iPad
nicoleneverchas,1,295,0,,38,117,3,1382743483778224133,2021-04-15 17:11:51,$OPEN is one of the favorite ill buy the dip,0,0,0,0,44,,0,StockTwits Web
daisiesgrace,7,16048,3,Singapore,194,193,6850,1382743483610324992,2021-04-15 17:11:51,London boy is so dope ahhh the accent but like he’s my faith and like I’m sorry to burden you man like im so like h… https://t.co/eXOpQ2KlCp,0,0,0,1,140,,0,Twitter for iPhone
Kgauza_Spatial,0,3206,0,"Pretoria, South Africa",521,331,0,1382743483589521411,2021-04-15 17:11:51,But Nurkovic showed y'all that Hlatshwayo is useless mos.,0,0,0,0,57,,0,Twitter for Android
asia_mcdermott,5,271,0,"Sedro-Woolley, WA",13,89,2216,1382743483572654086,2021-04-15 17:11:51,BEANS! #today is one of those days where I ain't giving a fuck.,0,0,1,0,63,,0,Twitter for Android
anemonenya,3,7950,12,,418,708,9721,1382743483568521223,2021-04-15 17:11:51,my gf is so pretty,0,0,0,0,18,,0,Twitter for iPhone
Rumi_BTC,1,10,0,,9,59,20,1382743483560169474,2021-04-15 17:11:51,"Defi coins have been on the move the past few days. 

$COMP hit TP of 540 and now is flirting with ATH. If we get a… https://t.co/KVTko7WfTz",0,0,0,1,140,,0,Twitter Web App
GITZ25995594,1,12091,4,Your best chilean friend.,189,186,1764,1382743483497246720,2021-04-15 17:11:51,"@GoldenMuffinSFM @GamerAndOceanL1 Yes, yes it is =w=",0,0,0,0,52,,2,Twitter for Android
CryptoBananas,4,9860,4,,500,2154,18163,1382743483434213376,2021-04-15 17:11:51,@JessieJamerso Stakin sats is like sex...the more the better,0,0,0,0,60,,1,Twitter for Android
SpaceOink,5,8923,0,Space.... Duh.,146,311,15475,1382743483421757444,2021-04-15 17:11:51,"Well... To start with, it's an intentional comedy. =)
https://t.co/4sPmRFidhv",0,0,0,1,77,,0,Twitter Web App
scotlandishere,7,2839,1,Edinburgh Southside (the parts not demolished by the University),117,175,5960,1382743483421704192,2021-04-15 17:11:51,"@NeilMackay_ This is the Great Mystery. I've seen many tweets today from good, intelligent people happily declaring… https://t.co/dnUpsBo3gx",1,1,0,1,140,,1,Twitter Web App
jojo_frmtheblck,2,387,0,,26,104,9077,1382743483413372930,2021-04-15 17:11:51,“I knoowww we’ll never grow old together.. cause you’ll never grow old to me.. you’re the pink in my cheeks and I’m… https://t.co/lWRUFYC5U5,0,0,0,1,140,,0,Twitter for iPhone
