Name,Account Age,Tweet count,List count,Location,Followers,Following,Favorites,ID,Created at,Tweet,Retweet count,Likes/Favs,Hashtag count,URL count,Tweet length,Place of tweet,mention count,tweet source
Kirsh_TLFO,12,168904,18,Tally via Miami,863,987,17252,1382743483383959561,2021-04-15 17:11:51,Thought it would be Pau but this is a good choice nonetheless https://t.co/xrfxph733A,0,0,0,1,85,,0,Twitter for Android
love456SHAIL,0,298,0,"लखनऊ, भारत",7,7,326,1382743483362856964,2021-04-15 17:11:51,@HemaPan68282432 Oh bokas maharani by the way gyn tum de rahi ho muslim nam tumne nahi liya to kh kis rahi ho gadar… https://t.co/EelMlW3rwW,0,0,0,1,140,,1,Twitter for Android
PR_Rocco_,4,1731,0,,13,84,4232,1382743483300118530,2021-04-15 17:11:51,@koffing2lunch @PeeBugChugRug @CheerioDiabetic @Ulquiorra4sama1 How is it flexing. It's ok the internet not like it… https://t.co/x3OcS28VBP,0,0,0,1,140,,4,Twitter for iPhone
DavidJRappapor1,2,89516,0,,8,0,19,1382743483228639233,2021-04-15 17:11:51,"And if people are competitive, what I’m presenting is in smallest part at first glance indistinguishable from paran… https://t.co/dI6q4ZIiYw",0,0,0,1,140,,0,Twitter for iPhone
A_Fellow_Weeb,6,1204,1,"Chicago, IL",97,762,13274,1382743483216244738,2021-04-15 17:11:51,"@RubeGelatinous I mean, a fun one is the devil contract where they bring back the player and give them one more fre… https://t.co/uxip7wtrNk",0,0,0,1,140,,1,Twitter for Android
Richard91929614,1,7634,1,,497,587,9089,1382743483191017474,2021-04-15 17:11:51,@KateKparsons7 I find it hard to believe the amount of people that have handed their free will over to outside sour… https://t.co/irfvwcmOdT,0,0,0,1,140,,1,Twitter for Android
jasmine_gogri,5,6399,2,,105,197,1555,1382743483174297603,2021-04-15 17:11:51,@mybmc @mygovMaha @CMOMaharashtra @drharshvardhan @AmitV_Deshmukh @supriya_sule @BodkheShilpa @OfficeofUT… https://t.co/jiyPkE1vy2,0,0,0,1,130,,8,Twitter for Android
Vastelle_,4,745,2,She/Her,109,423,6085,1382743483174293506,2021-04-15 17:11:51,"@rustyimpact People move on from your life and that’s just how it is sadly. I’ve lost some good friends too. 

But… https://t.co/KZZuNlA9hO",0,0,0,1,139,,1,Twitter for iPhone
Amarve1ous,7,8812,1,,249,362,12405,1382743483107082241,2021-04-15 17:11:51,@PatMcAfeeShow is the new punter for the Patriots #patsuptosomething,0,0,1,0,68,,1,Twitter for iPhone
gimmanuel20,1,3009,0,Location,260,402,30627,1382743483098730497,2021-04-15 17:11:51,Burna is sooo predictable 😂 https://t.co/lIiH3al6mx,0,0,0,1,51,,0,Twitter for Android
letwinka,11,7643,39,Toronto,1571,1055,7854,1382743483077775361,2021-04-15 17:11:51,@JeremyJamesKane Why learn photoshop when your imagination is rich enough 💖,0,1,0,0,75,,1,Twitter for iPhone
Ioverlot,7,40331,37,does he take you walking ‘round his parents gallery?,1392,360,24355,1382743483077722112,2021-04-15 17:11:51,@esnyoverice That is literally you,0,0,0,0,34,,1,Twitter for iPhone
kerjaseni,12,10944,4,tanjong,206,308,6757,1382743483073449987,2021-04-15 17:11:51,"@amirhimself wayward is fine. at least you know your path. and if 41 is old, then we get to play the 'during my day… https://t.co/97vsalQKy0",0,1,0,1,140,,1,Twitter for Android
MajorDiqhedd,2,2890,2,,51,352,141977,1382743483052486660,2021-04-15 17:11:51,"@kinoromii @98Mikeb @EphramOliver I wasn't even in the initial pile-on because I thought the tweet was innocuous, b… https://t.co/KyiRkYZHPM",0,1,0,1,140,,3,Twitter Web App
matthewxmeehan,12,51555,6,,1186,625,47203,1382743482998034433,2021-04-15 17:11:51,This is the best vegan yogurt hands down https://t.co/I5BdAiL1oz,0,1,0,0,64,,0,Twitter for iPhone
TranquilNothing,2,11,0,avoiding,34,40,1094,1382743482989678594,2021-04-15 17:11:51,"@anarchomuaddab I hope this is a joke, otherwise I am very confused how people get this impression https://t.co/NmMx5LcRNw",0,0,0,0,122,,1,Twitter Web App
SolCelest2005,2,43967,12,READ THE MOTHER FUCKING CARRD,576,543,73678,1382743482985549828,2021-04-15 17:11:51,yes he is https://t.co/uOXwRefMJv,0,1,0,1,33,,0,Twitter Web App
roegodd,2,6258,2,Steamy,385,250,18255,1382743482888900612,2021-04-15 17:11:51,"I hate knowing my pc is going to be here today, legit can’t sleep cause of it",0,1,0,0,77,,0,Twitter for iPhone
HeyyBabyyDoll,11,71880,23,Wack Ass Woodbridge ,3375,3235,1533,1382743482859728900,2021-04-15 17:11:51,Alton from #TheChallengeAllStars is a beautiful chocolate man 😩😍,0,0,1,0,64,,0,Twitter for iPhone
Robert_Ike,10,1306,0,CHI-TOWN!!!!!,339,950,2507,1382743482817712133,2021-04-15 17:11:51,@TopherPatt @itsmatthines Are these not both Professional Media? A photo is different from audio only in form. It’s… https://t.co/nOAeyZ1niD,0,0,0,1,140,,2,Twitter for iPhone
bkabak,4,12342,22,"Brooklyn, NY",879,292,610,1382743482800828419,2021-04-15 17:11:51,"@stephenfhayes I'm sure you know how much of a load of crap this is, but then again, I see you're a Fox News contri… https://t.co/UDJ5ET9pD5",0,0,0,1,140,,1,TweetDeck
ChiodoAccord,6,4070,9,,751,619,10612,1382743482771648522,2021-04-15 17:11:51,"@dukemcrae Actually what would really help is playing another gig with you, but I’m guessing that won’t happen for a while! 😊",0,0,0,0,125,,1,Twitter Web App
LorellWontLie,0,1757,0,"Michigan, USA",121,763,1787,1382743482717077507,2021-04-15 17:11:51,"@DebraMessing PLEASE RETWEET..
Nathaniel Jermaine Ballard is Wanted by police after GUTTING &amp; Stabbing Andrea Varne… https://t.co/nFgkmPgqsV",0,0,0,1,144,,1,Twitter for Android
duponline,12,20402,546,Northern Ireland,46792,834,262,1382743482624802820,2021-04-15 17:11:51,In response to @PamCameronMLA  - confirmation that the sharing of Passenger Locator Forms by the Republic of Irelan… https://t.co/dAmMhZI9jJ,1,3,0,1,140,,1,Twitter Web App
PsychPLockwood,2,68372,33,"Los Angeles, CA",2092,38,137998,1382743482607882240,2021-04-15 17:11:51,"There are relatively equal amounts of love and hate, that fluctuate based upon context and incentives.

He's right… https://t.co/Uo1kakZDWM",0,1,0,1,139,,0,Twitter Web App
badpersonbot,4,215519,1,,22,0,0,1382743482603823111,2021-04-15 17:11:51,"It is not that Betsy Du Vos glaringly cherishes his dog's facial grease, it's that Donald Trump hatefully hurts ant kingdoms during choir.",0,0,0,0,138,,0,"Cheap Bots, Done Quick!"
indiantweet_,1,301,0,,19,53,345,1382743482599501826,2021-04-15 17:11:51,Maturity is when you stop explaining yourself for the mistakes you haven't done.,0,1,0,0,80,,0,Twitter for Android
avie_lou,1,967,1,she/her • 16,9,407,15588,1382743482511593484,2021-04-15 17:11:51,glee is just kidz bop for adults,0,0,0,0,32,,0,Twitter for iPhone
herecomesthebu1,0,3,0,,0,0,0,1382743482486362113,2021-04-15 17:11:51,"Here comes the salad....
.
Our house salad is the ideal bowl to accompany our buns. Crisp Baby Gem tossed in our Gr… https://t.co/3KbjPWzuR9",0,0,0,1,140,,0,Twitter for iPhone
mahmutkisa1,7,111,0,,108,393,33,1382743482448674826,2021-04-15 17:11:51,"@cz_binance The customer service is bad, but it's great that you honestly speak out the shortcoming and take the in… https://t.co/FhdWFNXy0F",0,0,0,1,140,,1,Twitter Web App
Felecidae,6,1241,1,Crackhead Arby's,6,599,5221,1382743482360483848,2021-04-15 17:11:50,@cryVanilla Maybe there is something about that vaccine,0,1,0,0,55,,1,Twitter for Android
doloresquintana,12,90075,78,"Los Angeles, CA",2224,3362,136342,1382743482335318019,2021-04-15 17:11:50,"@ErickLorinc I'm SAG eligible, have been for years, but that 3K initiation fee is there to keep people out.",0,1,0,0,107,,1,Twitter for Android
realCATjackson,1,498,0,United States,16,226,715,1382743482264121344,2021-04-15 17:11:50,@TheBabylonBee Why you hating on Bernie? He is about the only politician I wouldn't care about having multiple home… https://t.co/DtlKIwlCwN,0,0,0,1,140,,1,Twitter for Android
Its_kaakaa,7,9195,0,Miami FL,1706,1901,2509,1382743482251546632,2021-04-15 17:11:50,Smiling from ear to ear this is beautiful 😍 https://t.co/mBc4eZsbnt,0,0,0,1,67,,0,Twitter for Android
amorningsting,8,16008,3,texas,1032,386,10467,1382743482238783488,2021-04-15 17:11:50,damn that new Silverstein song is pretty good,0,0,0,0,45,,0,Twitter for iPhone
madninnie2,4,44197,7,Go Steelers,10129,10993,124600,1382743482163429378,2021-04-15 17:11:50,"@tedcruz Everybody HATES you, Ted! Dan Rather is loved.",0,0,0,0,55,,1,Twitter Web App
Vishwag28743947,0,452,0,,9,87,276,1382743482054316034,2021-04-15 17:11:50,"@minicnair @RanaAyyub True,Rana is kosher,very moral, only sleeps with old men like Sinha for personal gains.100% paavam 🙏",0,0,0,0,122,,2,Twitter Web App
BrownSu25217333,1,2538,0,,79,970,4505,1382743481882411018,2021-04-15 17:11:50,@PalmsNejii This dude is soo hot,0,0,0,0,32,,1,Twitter for Android
1LadyofBlades1,6,7839,0,United States,38,582,14266,1382743481802764291,2021-04-15 17:11:50,"@Veeren_Jubbal Honestly unless this damn video is just her repeating the words ""i'm sorry"" for a hour and forty i d… https://t.co/ySxvJa6URB",0,0,0,1,140,,1,Twitter Web App
shitrittamir1,1,149,0,"Aventura, FL",20,112,98,1382743481727254535,2021-04-15 17:11:50,@lordmorganne You can tell this family is from the Philippines.. some of the happiest people I’ve ever met!,0,0,0,0,107,,1,Twitter for iPhone
gettello21,3,3802,0,"Johannesburg, South Africa",1145,1144,8310,1382743481697832964,2021-04-15 17:11:50,@_Teddy2021 Where is it as******,0,0,0,0,32,,1,Twitter for Android
_jeongucci,3,10711,14,"jk's pocket
",411,400,15349,1382743481525805056,2021-04-15 17:11:50,sometimes i remember that jungkook is a man....😳😳,0,0,0,0,49,,0,Twitter for Android
JurnzYoutube,0,905,0,,5,46,70,1382743481513299969,2021-04-15 17:11:50,"@CobyValentine @SaifAbuarqoub81 @KingJam1s @TomBrady mahomes and rodgers both make brady look like a game manager,… https://t.co/qbD07zBCoM",0,0,0,1,139,,4,Twitter for iPhone
AlexGPickering,12,512,11,"Los Angeles, CA",547,952,394,1382743481509052418,2021-04-15 17:11:50,JUMPMAN is a Finalist!! 🎉 So grateful to announce that our biopic about the life of Shigeru Miyamoto has advanced t… https://t.co/Bsms55h2xh,1,1,0,1,140,,0,Twitter Web App
Lipsnlashesavon,4,4175,0,paignton,324,322,5460,1382743481463009288,2021-04-15 17:11:50,"N is for… Nude Lips!

A nude lip is laid-back, but with just enough shading that you can achieve a lovely, fresh li… https://t.co/cS0ptaUpFV",0,0,0,1,140,,0,Avon_Social
SteveGarufi,12,91649,640,"Rocky Mountains, Colorado USA",10723,295,13412,1382743481462902784,2021-04-15 17:11:50,"@jennyvelo Please know this: From the very beginning in 2016, I spoke out against Donald Trump -- for the evil and… https://t.co/VM5LMnEcNd",0,0,0,1,139,,1,Twitter Web App
omlsheen,1,5590,15,She/Her,416,257,15592,1382743481429417989,2021-04-15 17:11:50,@blisschoir Our therapy is literally them 🙃,0,0,0,0,43,,1,Twitter for Android
sigmaticsaki,6,50476,7,,195,263,26768,1382743481412694016,2021-04-15 17:11:50,@FatalBracerSol he is the picture that shows up in the dictionary next to the definition of 'hunk' he is nowhere cl… https://t.co/D5cRuYUZNp,0,1,0,1,140,,1,Twitter Web App
Baxter97907217,1,4367,0,Building,54,106,10135,1382743481286848512,2021-04-15 17:11:50,@TenkoSh35603302 @nachthanos @itastan_ @WSJ_manga You’re smoking dick and toe nails if you think BC is better than JJK 🤥,0,0,0,0,120,,4,Twitter for iPhone
nug_bud,1,779,0,,6,197,141,1382743481190293504,2021-04-15 17:11:50,@Jim_Jordan Aren't you guys anti-cancel culture? Or is that only when the other side does it?,0,0,0,0,93,,1,Twitter Web App
rajsiingh,7,2774,0,"Kolkata, India",29,321,15370,1382743481152507907,2021-04-15 17:11:50,@payal_trustable @Kourageous5 Porn is highly addictive than drug 1-2 hr mohaul banane main nikal jata h.,0,0,0,0,104,,2,Twitter for Android
CleopatraJo007,1,11237,4,"Teaneck, NJ",530,1226,20094,1382743481068752898,2021-04-15 17:11:50,@DraftTulsi @hofunti @GeoffMiami I didn’t write that to you sweetheart. I was replying to the young lady that comme… https://t.co/8lrKgiS2tn,0,0,0,1,140,,3,Twitter for iPhone
Snickers_xO_,11,97421,3,,964,900,11085,1382743480888397830,2021-04-15 17:11:50,This is great !!! https://t.co/Qw5paRMuvf,0,0,0,1,41,,0,Twitter for iPhone
diano_manutd,3,4812,0,"Chicago, IL",41,489,8362,1382743480888352769,2021-04-15 17:11:50,Summer is coming get ready for ”Ashley stopped sharing location with you” #chicago #playpen more vibes coming soon,0,0,2,0,114,"Logan Square, Chicago",0,Twitter for iPhone
einnnoc,11,132399,4,manny. greatest of manchesters,846,799,4366,1382743480762515460,2021-04-15 17:11:50,gonna be honest. number 2 is very random https://t.co/UOvmIvWZ1A https://t.co/mzhn4u3cRF,0,0,0,1,88,,0,Twitter for iPhone
kittycatgundam,5,75620,21,"Savannah, GA",401,1564,96196,1382743480745754628,2021-04-15 17:11:50,"@Death_By_Chair @MarkAllenJr @_Unexpectables_ Wow, that is awesome!😺",0,1,0,0,68,,3,Twitter for Android
undyingfansonly,1,2169,0,,19,823,3254,1382743480699547652,2021-04-15 17:11:50,@iamuvoid This person is a scammer all he wants is clout. I won his previous giveaway and he refused to give it to… https://t.co/eCzwnFMsNV,0,0,0,1,139,,1,Twitter Web App
Stanisa84110799,3,29104,6,Europe,882,567,32135,1382743480691257344,2021-04-15 17:11:50,@RationalMale The question is: Will US deploy troops to help Poland?,0,0,0,0,68,,1,Twitter for Android
FisherParton,4,4427,2,An island in the Pacific. ,132,94,4542,1382743480661803013,2021-04-15 17:11:50,2/ in which COVID is unknown. Is my choice right or wrong? #writerslife #writing #amrevising #amediting #amwriting… https://t.co/aFqIxfLkuI,1,0,5,1,139,,0,Twitter Web App
jbondpreston,6,3594,0,,73,787,41238,1382743480565432326,2021-04-15 17:11:50,@katievpritchard that is a classic photo,0,0,0,0,40,,1,Twitter for iPhone
PinkCynwes,6,2268,0,,84,284,3552,1382743480536068097,2021-04-15 17:11:50,@JDVance1 You’re a real piece of work. Making YOUR story be very mans story and making the world believe Appalachia… https://t.co/a4K8oKnB8N,0,0,0,1,140,,1,Twitter for iPhone
Proof69,12,32567,1,Inland Empire,1486,2015,14385,1382743480468852738,2021-04-15 17:11:50,"That is 20 shades crazy, and if the driver was a POC they wouldn’t have made it to the mug shot. What does that say… https://t.co/nlQGDZtvCP",0,0,0,1,140,,0,Twitter for iPhone
TheCountryBoys,12,28672,23,"Las Vegas, NV",1432,1416,3970,1382743480447881218,2021-04-15 17:11:50,"@IrishVoluntary1 How many Cuban refugees do you know that told you that?

The few I met were all doctors who told m… https://t.co/ykgmKFJwyC",0,0,0,1,140,,1,Twitter for Android
AjpgSoggy,2,616,0,Going to Nintendo HQ ,11,111,601,1382743480351481856,2021-04-15 17:11:50,@insomniacgames i played this game when i got my PS5 and OMG this game is amazing and also platinumed it,0,0,0,0,104,,1,Twitter Web App
sarcas18,2,1500,1,"Paramount, CA",58,447,8607,1382743480334655490,2021-04-15 17:11:50,@TheHugFairy @Technothepig @killyourself @meowmeowdreamxd Nah this is way to fucking far,0,0,0,0,88,,4,Twitter for iPhone
ErraticEry,1,1231,1,,165,310,6830,1382743480305217537,2021-04-15 17:11:50,@spillthekatea @junesipariis Definitely this is Sherlock from yuumori 😂 https://t.co/HQpCuXLspi,0,0,0,0,95,,2,Twitter for Android
TheMikeWitt,1,432,0,,2,43,1054,1382743480271720449,2021-04-15 17:11:50,@Conway226 @McNamaraDynasty ...for you but I guess it's not a bet I would make knowing what I know.  The valuation… https://t.co/62Zp6nknrh,0,0,0,1,139,,2,Twitter Web App
retepnnamffoh,2,894,0,Edinburgh and the Highlands,36,123,783,1382743480154390534,2021-04-15 17:11:50,"@UghYaKnow @HeartScotNews @NicolaSturgeon Health is devolved: Sturgeon said ‘Scotland is not New Zealand, geographi… https://t.co/TRNNpZP810",0,0,0,1,140,,3,Twitter for iPhone
Actinbadd_bob,10,36414,4,Chi-town / Dallas,1634,790,3291,1382743480057929733,2021-04-15 17:11:50,Being too comfortable is a dangerous drug.,0,0,0,0,42,,0,Twitter for iPhone
Lionel46294550,3,105071,62,"London, England",8610,1625,66628,1382743480024305667,2021-04-15 17:11:50,My dad had his hip operation and is awake 👍 while I waited walked round Oxford where I grew up 😊 https://t.co/0CGVRJDgBL,0,10,0,0,120,,0,Twitter for iPhone
lazysbrina,0,370,2,carpenter.,197,283,109,1382743479965655045,2021-04-15 17:11:50,hi not wanting to bother but would you give me your hand in marriage? is for a science project about me loving you https://t.co/frW5tCF6uD,0,0,0,0,138,,0,Twitter for iPhone
fvckingsassy,3,7255,0,,224,261,644,1382743479936110595,2021-04-15 17:11:50,It is what it is then. https://t.co/1Q8C4rXob6,0,0,0,0,46,,0,Twitter for iPhone
FactChecker41,3,7562,0,,0,74,31,1382743479919460358,2021-04-15 17:11:50,@WHCOS Add restoration of ALL the middle class tax deductions eliminated under Reagan 1986 &amp; Trump 2017 tax plans.… https://t.co/26kyH3fyJQ,0,0,0,1,143,,1,Twitter for Android
nebulalazu,4,65677,7,,439,584,944,1382743479852367876,2021-04-15 17:11:50,@SundoombringerX Honey..... power bottom and service top is the best combo,0,0,0,0,74,,1,Twitter for Android
FA2PAK,1,3612,0,,363,376,591,1382743479831388160,2021-04-15 17:11:50,@Optimis08603486 @Taha48073202 @AsYouNotWish It is indian army😜😛 https://t.co/OioXcORPyT,0,0,0,0,88,,3,Twitter for Android
Carnage4907,11,19718,8,new york,124,270,2056,1382743479781052420,2021-04-15 17:11:50,"#thegameawards is now streaming #Core https://t.co/rX8ElPkLHS 

#ContinueTheMonsterverse",0,0,3,1,88,,0,IFTTT
PonchoRebound,5,29571,49,,3156,1507,64473,1382743479751704582,2021-04-15 17:11:50,"I'm sad to report that this headline is way, way more exciting than the actual story: https://t.co/2rHJ3b5Y26",1,6,0,0,109,,0,Twitter Web App
theesmere,8,13819,0,,342,452,23781,1382743479718182915,2021-04-15 17:11:50,Update: just talked to my dad and it was so nice. I love my dad why do I procrastinate speaking to him?? My brain is weird.,0,2,0,0,123,,0,Twitter for iPhone
pr0pee,3,13503,0,9th dimension,47,186,39768,1382743479676141572,2021-04-15 17:11:50,"i kinda wanna do that ""guess who this character is"" thing with my friend, but idk...

...im still kinda nervous wit… https://t.co/ARMWhcX4xM",0,0,0,1,140,,0,Twitter for Android
sineatrix,12,5833,23,"Berkeley, CA",996,842,13266,1382743479671877639,2021-04-15 17:11:50,"First year grad student today ‘So I realized, this is just like an Ising model. And it worked. Is everything really an Ising model?’",0,0,0,0,132,,0,Twitter for iPhone
peterm6948,0,2,0,,0,0,0,1382743479663607808,2021-04-15 17:11:50,My cock is so hard #dmmegirls #horny #cock #pussy #tits #sext #nudes,0,0,7,0,68,,0,Twitter for Android
CoachMike_Seney,12,59192,5,"Baltimore, MD",1233,744,4440,1382743479646892038,2021-04-15 17:11:50,This is so tough!!! Wow you know Kobe wouldn't want it any other way https://t.co/mogRsWwW0A,0,0,0,1,92,,0,Twitter for iPhone
WriterJennDunn,13,19768,163,"The Blue State of Georgia, USA",5032,3041,74260,1382743479554613255,2021-04-15 17:11:50,"@hella_enchanted *I’m* proud of your thesis, and I don’t even know what it’s about. (What is it about?)",0,1,0,0,103,,1,Twitter for iPhone
JKDAnthony10,10,101614,16,,1519,745,769,1382743479533600769,2021-04-15 17:11:50,"@rich_outlaw They did this same shit with the COVID relief bills (remember the ""skinny"" bill?).

There is literally… https://t.co/tJG2GAlswS",0,0,0,1,140,,1,Twitter Web App
The___Taurus,1,17426,1,The peaceful world!,832,843,19653,1382743479483301893,2021-04-15 17:11:50,"Pure Soul SSR is guiding us 🙏
#JusticeForSushantSinghRajput",7,7,1,0,59,,0,Twitter for Android
Colorado_Brave,11,3419,7,"Louisville, CO",573,1960,2593,1382743479474810887,2021-04-15 17:11:50,@HawleyMO My only complaint against the dems is they have been to soft on seditious senators like yourself and Cruz. You should be in jail.,0,0,0,0,139,,1,Twitter Web App
MarkGodman,10,3498,0,"Roanoke, VA",120,421,8362,1382743479407763456,2021-04-15 17:11:50,@JOSHESCULT 21 pilots is best when you turn it off,0,0,0,0,50,,1,Twitter for iPhone
12sly,12,23692,13,Jakarta Capital Region,485,195,670,1382743479399292928,2021-04-15 17:11:50,"Shocked! This is like a dream come true sih, gilakkk! 🔥",0,0,0,0,55,,0,Twitter for iPhone
fuzeetrade,0,67,0,,2,20,14,1382743479386845185,2021-04-15 17:11:50,"People are always worried about taking out at the “top”. Let’s understand, to time that is pretty much impossible,… https://t.co/d0K2v8Z7VH",0,0,0,1,139,,0,Twitter for iPhone
ClearlyNh,1,7279,0,,110,341,776,1382743479382650882,2021-04-15 17:11:50,"Fauci is full of shit.  He doesn't give specific numbers, he lies about the # infected and oh by the way IT'S THE F… https://t.co/8tPwYFn86M",1,1,0,1,140,,0,Twitter Web App
jacqvalencia,3,9018,5,Toronto,729,749,18759,1382743479349039105,2021-04-15 17:11:50,The @FoodShareTO donates boxes to our low-income building. Their activism on food security is inspirational &amp; neede… https://t.co/EzbCKALCLl,0,1,0,1,144,"Toronto, Ontario",1,Twitter for Android
ianhavens_nj,5,1995,0,"Wyckoff, NJ",78,109,3814,1382743479277789190,2021-04-15 17:11:50,"Not everyone in the film/TV industry has to striving towards directing/writing/producing/DPing, for some people the… https://t.co/bPrFTuNqXl",0,0,0,1,140,,0,Twitter for Android
Chicanatravels,6,50863,9,,2210,1670,62880,1382743479256711178,2021-04-15 17:11:50,@dsfreem @BetoORourke Tacos de Buche with chorizó to be very specific. Taqueria Don Chico in Zaragoza Rd is a good spot but there are many.,0,0,0,0,139,,2,Twitter for iPhone
temptressangeI,6,13747,16,,550,205,36304,1382743479244165127,2021-04-15 17:11:50,@LiamPayne why is your hair line the only thing pixilated 🧍🏼‍♀️,0,1,0,0,63,,1,Twitter for iPhone
RugieMilk,1,7075,3,She/him • Bi • Multi • 🇸🇻,148,288,14722,1382743479214878721,2021-04-15 17:11:50,i feel like my username/online name is so unique,0,0,0,0,48,,0,Twitter Web App
LoreByNightVTM,2,12387,14,The Second City,1727,212,28575,1382743479202295809,2021-04-15 17:11:50,"Ok #Vamily, time to thirst over Daddy Mithras! 

To learn about Mithras, his cult and the British Isles in the Worl… https://t.co/yu4GfmOoMy",1,2,1,1,140,,0,Twitter for Android
TsuyoXmr,3,21609,9,Spain (he/them) ,1167,871,48896,1382743479105818637,2021-04-15 17:11:50,"oH shiet, using flash for something that is not a FNF sprite or a WTD flash????? https://t.co/WnE58lje5F",0,5,0,0,104,,0,Twitter Web App
markiepoof,1,6843,0,,444,448,8072,1382743479093137409,2021-04-15 17:11:50,STREAM THE FULL VERSION AND NOT THE 5 MINUTE ONE. it got higher views than the full ver. 5m in 24 hours is the goal. √√√√√,0,0,0,0,122,,0,Twitter for Android
yizhantime,1,2395,50,for: #王一博 and #肖战.,5814,1,36,1382743478996762629,2021-04-15 17:11:50,"i don't know about you but for me it is so incredible the way they seemed destined for each other, i hope to find someone for me like this.",2,14,0,0,139,,0,Twitter for iPhone
MicDeWayne,11,70995,9,🤘🏾Town,4171,3952,32813,1382743478988333066,2021-04-15 17:11:50,Niggas crashed the converse site off speculation... that’s why the SNKRS app is a thing 🤣🤣🤣,0,2,0,0,91,,0,Twitter for iPhone
NiallQuinnLK73,6,10515,3,"Limerick, Ireland",775,758,9276,1382743478808023042,2021-04-15 17:11:50,@ConorSheehan93 @drivetimerte What's also disgraceful is RTE are persistently finding these characters from various… https://t.co/gtJI5pHV6g,0,0,0,1,140,,2,Twitter Web App
PamKeithFL,6,86370,915,Fort Pierce FL-18,132859,5526,15239,1382743478778671109,2021-04-15 17:11:50,@emilyslist @JCarrollFoy has caught my eye and is making big moves.,1,2,0,0,67,,2,Twitter for iPhone
Dramadaddy,12,2507,0,"Ft. Worth, TX",57,298,1559,1382743478765977605,2021-04-15 17:11:50,"@natstaygolden Tyler is 100% wrong, the zombies are white walkers. They come from the Frozen North &amp; their skin turns white.",0,0,0,0,128,,1,Twitter for iPhone
justdavewrites,6,11768,12,Ottawa,103,263,47375,1382743478711554050,2021-04-15 17:11:50,@JoseMolinaTV Inclusion as stereotype is no inclusion at all it's just keeping people in boxes.,0,0,0,0,95,,1,Twitter for Android
ttvntthappiness,1,17810,3, 태국,188,101,14743,1382743478648463362,2021-04-15 17:11:50,"This is always my favourite too
P'Tay's big smile 😊
Goodnight P'Tay @Tawan_V
Take a rest and have a nice dream

PS.… https://t.co/BfJQOSEvDZ",0,0,0,1,140,,1,Twitter for Android
emvdevine,9,10826,8,"Marshfield, MA",503,764,48429,1382743478602502144,2021-04-15 17:11:50,@aarugo Legit start my day by saying “damn I look good” even when I feel like junk and it is a game changer,0,0,0,0,107,,1,Twitter for iPhone
